word	when	label	sentences
🦂	1 Before	General Negative Complaint	@united What are the execs thinking when they make their policies up?Outside of wearing uniforms-we would never know who your employees are.
767-400ER	1 Before	Not a Complaint	@united THANK YOU for holding your employees and pass customers to a standard! They represent your company. Regular passengers are different
fog	1 Before	General Negative Complaint	@united will NEVER fly United again. Never
Zurich.	1 Before	Not a Complaint	@plainview_ @united every single friend i have from Houston is still salty about that...EVERY SINGLE ONE
Sebastian	1 Before	Low Intensity Complaint	@plainview_ @united every single friend i have from Houston is still salty about that...EVERY SINGLE ONE
Sowa	1 Before	High Intensity Complaint	@RichFelker @united 3/ sorry	 I'm just not outraged here	 but by all means continue your crusade. Over and out.
Watch	1 Before	General Negative Complaint	@JimNorton @united over 10 years ago I got kicked off a plane for wearing shorts. Nobody cried for me and my life turned out fine.
30+	1 Before	Not a Complaint	RT @PattyArquette: @united Leggings are business attire for 10 year olds. Their business is being children.
site	1 Before	General Negative Complaint	RT @PattyArquette: @united Why aren't you allowing girls to wear leggings on flights? Who is your gate agent policing girls clothing?
vouchers	1 Before	General Negative Complaint	@tracysefl @united @shannonrwatts Why because you are too stupid to understand that United doesn't care what customers wear	 only employees
complete	1 Before	Not a Complaint	@x2ohseven @wloverude @united These are children. It's what they wear. They barely even sell casual pants for girls that aren't leggings.
rewards	1 Before	Not a Complaint	@united Shame on you. This is just another way to control and put down women and girls. Eliminate this offensive policy now.
Seattle	1 Before	High Intensity Complaint	RT @SarahKSilverman: Hey @united I fly a LOT. About to go on tour all April and changing all my @united flights to other airlines
gift	1 Before	General Negative Complaint	@united - Showing the country just how NOT UNITED you are with America and your customers. You represent yourselves as pieces of shit. Grats
Saturday	1 Before	General Negative Complaint	@united @KeeganAllen how about not allowing passengers to bring McD's on flights instead?
global	1 Before	Not a Complaint	@united @KeeganAllen how about not allowing passengers to bring McD's on flights instead?
r/t	1 Before	Not a Complaint	RT @John_Rhode: @united @KeeganAllen once upon a time I worked for US Airways. Passes are a blessing. Dress for it and bring your attitude…
Charlotte	1 Before	Not a Complaint	@reaganschmagan @united @shannonrwatts These passengers were employees. Leggings were specifically prohibited.
Korea	1 Before	Not a Complaint	@united Proud of you for having employee rules AND sticking to them.
service!	1 Before	Not a Complaint	@united 'wear' excuse me. I accidentally pulled a Trump.
numerous	1 Before	High Intensity Complaint	Prepare for the moose knuckle of solidarity @United you've no idea what you've done.. https://t.co/rLtV4A2Q9i
quality	1 Before	General Negative Complaint	RT @_cingraham: Per @united	 this is the line in their passenger contract that allows them to refuse service to women wearing leggi…
load	1 Before	Not a Complaint	United responds to criticism over leggings policy - @ABC News #leggingsban #leggings #dresscode #Travel @united https://t.co/UKizjg4Dwl
Phoenix	1 Before	General Negative Complaint	Is there anything @united can do without screwing up things? https://t.co/XavWu0TWI7
help!	1 Before	Not a Complaint	@smerconish @united air travel subjects most passengers to subhuman treatment. This is just one small example of humiliation of air travel.
oversold	1 Before	High Intensity Complaint	@holymeow_ @BBCWorld @united I so cannot wait until YOU are targeted by some outdated rule. You clearly need a lesson in humility.
Happy	1 Before	Not a Complaint	RT @smerconish: My prediction is that @United Airlines will do some kind of about-face on leggings "Pass" dress code but I do not think they should have to
depart	1 Before	Not a Complaint	RT @jonostrower: Hey	 @CNNMoney did some reporting: We’ve got the @united employee travel pass dress-code. No leggings allowed. https://t.co/Tu56VRfuOl
been.	1 Before	Not a Complaint	@FoxNews @united Way to go United Airlines	 no apologies required	 Free riders dress IAW policy or they don't ride. Well done indeed.
Nope	1 Before	General Negative Complaint	@united being that leggings are my go-to flight outfit	 I guess I'll just have to take my business to one of your competitors. #byefelicia
elsewhere	1 Before	Not a Complaint	@FreqBizTraveler @united Now kids represent the airline industry?
fell	1 Before	Not a Complaint	RT @realerinbounds: Gotta make sure my favorite airline ever @SouthwestAir lets me wear leggings in May when I fly with them ( 🖕🏼 @united )
7th	1 Before	Low Intensity Complaint	RT @realerinbounds: Gotta make sure my favorite airline ever @SouthwestAir lets me wear leggings in May when I fly with them ( 🖕🏼 @united )
beautiful	1 Before	General Negative Complaint	RT @smerconish: My prediction is that @United Airlines will do some kind of about-face on leggings "Pass" dress code but I do not think they should have to
guys.	1 Before	General Negative Complaint	@united how did the Taliban pass security checks and end up working as a gate agent?
Those	1 Before	Not a Complaint	@chipcoffey @united Thank you!
waited	1 Before	General Negative Complaint	get your facts straight. Who assigned you as hall monitor? @united @chrissyteigen @shannonrwatts Rules for families who fly for free.
min.	1 Before	Low Intensity Complaint	@BBCWorld @united I'm a retiree whose daughters had to wear dresses at that age. Dress code adherence is a small price to fly free.
care?	1 Before	High Intensity Complaint	@BBCWorld @united I'm a retiree whose daughters had to wear dresses at that age. Dress code adherence is a small price to fly free.
regardless	1 Before	General Negative Complaint	@united Simple way around this: don't look at women's bodies as sexually available objects that must be policed into 'appropriateness'.
@CTVCourtney:	1 Before	Not a Complaint	@united how dare you uptight so mad there are fancy leggings will not be flying your sorry ass
then.	1 Before	General Negative Complaint	@SarahKSilverman @MikeHersh @united you're being RIDICULOUS! don't talk about it	 do it.
manager	1 Before	Not a Complaint	Flying @united this morning. Just wearing my wrestling singlet & I've yet to be kicked off!!!! https://t.co/pRFTBcto6U
dropped	1 Before	Not a Complaint	How is @SarahKSilverman wrong? Have you successfully worn leggings on a @united flight @JMJLyons ?
left.	1 Before	General Negative Complaint	RT @jennvzande: @shannonrwatts Hey	 @united	 you know how this ends	 right? Images of women in leggings tagging you on social as they fly your competition.
Am	1 Before	High Intensity Complaint	RT @anildash: @united maybe so	 but people are reacting to your absurdly hostile & condescending tweets now	 not the (incoherently explained) policy.
traffic	1 Before	General Negative Complaint	RT @anildash: @united maybe so	 but people are reacting to your absurdly hostile & condescending tweets now	 not the (incoherently explained) policy.
WORST	1 Before	High Intensity Complaint	RT @samoester: Passengers even complained about his shirt	 and @United employees said there was nothing they could do. https://t.co/1Q9WmzSu6j
others	1 Before	High Intensity Complaint	RT @WilliamShatner: @PattyArquette @Shananigans @united @shannonrwatts See? 👇🏻 I've done it before! 👍🏻 https://t.co/MC6P144kjL
vacation	1 Before	Not a Complaint	RT @Sethrogen: We here at @united are just trying to police the attire of the daughters of our employees! That's all! Cool	 right? https://t.co/xGyL4IAslE
o	1 Before	General Negative Complaint	@scalzi @united ‘You’ll be lucky to get a seat'
mess.	1 Before	Not a Complaint	@shannonrwatts @united United gave a very good explanation for this incident..if u don't like it don't fly United. I doubt they'll miss u
2016	1 Before	Not a Complaint	@JoelNihlean @united read the article Joel. That is not what it says at all.
asshole	1 Before	Not a Complaint	@FelichiaEaton @smerconish @united my kids school too it's just sexulization of our kids
#Boeing…	1 Before	Not a Complaint	@smerconish @united Pax on employee discount follow dress code. Representing the company. They should know that they should adhere to that.
@easyJet	1 Before	General Negative Complaint	RT @fpizarro: . @united better come out with a huge apology to that poor girl who couldn’t board because “leggings” https://t.co/VOv2lcRJqd
Cold	1 Before	Not a Complaint	@APettyJ @markhughesfilms @united why is every men's fashion to exclude sagging	 appropriate?
urgent	1 Before	General Negative Complaint	Dear @united ... You're missing the point. Just because you have a "rule" about it	 doesn't mean the rule isn't sexist and demeaning. https://t.co/MnpHmFzDYD
Funny	1 Before	High Intensity Complaint	@Juleskathond @BBCWorld @united Does your job not have a dress code? I don't understand the confusion over this!
😊	1 Before	Not a Complaint	RT @ColtCabana: Flying @united this morning. Just wearing my wrestling singlet & I've yet to be kicked off!!!! https://t.co/pRFTBcto6U
joins	1 Before	Not a Complaint	@NachoSoto @sm @united Jeans while occupying the jump seat. Point is	 it's not unusual for there to be a dress code while traveling for free
Storm	1 Before	Not a Complaint	PSA: don't ever get the @united cc. They apparently can't deliver on any of the promoted benefits #joysoftravel #badbusiness
@BoeingAirplanes:	1 Before	High Intensity Complaint	@thelizabeff @shannonrwatts @united They policed my brother more than they did me	 FYI.
Proud	1 Before	Not a Complaint	RT @CateCosburn: These air hostesses at @united are just so gosh darn nice. #united #leggingsgate #leggingsonplanes https://t.co/P7YZATQD0G
Aviation	1 Before	General Negative Complaint	@united Is it alright on my upcoming flight if I wear a speedo?
eligible	1 Before	High Intensity Complaint	RT @shannonrwatts: 1) A @united gate agent isn't letting girls in leggings get on flight from Denver to Minneapolis because spandex is not…
inaugural	1 Before	General Negative Complaint	RT @shannonrwatts: 1) A @united gate agent isn't letting girls in leggings get on flight from Denver to Minneapolis because spandex is not…
delivered	1 Before	Not a Complaint	RT @aimeetavares: @united @baddestmamajama Is this OK? @united https://t.co/DnnunehBCB
